age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,% augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,est_marie,departement_Consulting,departement_Ressources Humaines,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,poste_level,freq_deplacement_level,ratio_exp_entreprise,revenu_par_age,age_group,satisfaccion_media
29,1,4723,1,10,10,9,2,3,1,1,4,3,3,1,18,0,0,3,3,1,1,5,0,True,False,False,False,False,False,True,1,1,0.9090909090909091,157.43333333333334,1,2.5
35,0,6142,3,10,5,2,1,3,2,3,3,3,3,1,16,0,0,4,10,4,0,4,0,True,False,False,False,False,False,True,4,1,1.6666666666666667,170.61111111111111,2,2.5
39,1,8237,2,11,7,6,4,4,3,3,1,3,3,0,11,0,1,3,6,3,7,6,1,False,False,False,False,False,False,True,5,1,1.375,205.925,2,2.75
29,1,8853,1,6,6,4,1,3,2,4,4,4,3,0,19,0,1,0,2,1,1,3,0,True,False,False,True,False,False,False,4,2,0.8571428571428571,295.1,1,3.25
50,1,19331,4,27,1,0,3,3,5,3,3,3,3,1,16,0,1,2,9,3,0,0,1,False,False,False,False,True,False,False,8,1,13.5,379.03921568627453,3,3.0
23,1,2073,2,4,2,2,4,4,1,3,4,3,3,0,16,0,1,2,10,3,2,2,1,True,False,True,False,False,False,False,2,1,1.3333333333333333,86.375,1,3.5
36,1,5562,3,9,3,2,1,4,2,1,4,3,3,1,13,0,1,3,6,4,0,2,1,True,False,False,True,False,False,False,1,2,2.25,150.32432432432432,2,2.25
42,1,19613,8,24,1,0,4,2,5,4,4,3,4,0,22,0,0,2,9,2,0,1,0,True,False,False,False,False,False,False,8,1,12.0,456.1162790697674,3,3.75
35,1,3407,1,10,10,9,2,4,2,3,4,2,3,0,17,0,2,3,28,3,6,8,1,True,False,False,True,False,False,False,1,1,0.9090909090909091,94.63888888888889,2,2.75
34,1,5063,1,8,8,2,4,2,2,3,2,2,3,0,14,0,1,3,10,4,7,7,1,True,False,True,False,False,False,False,4,2,0.8888888888888888,144.65714285714284,2,2.75
40,0,4639,1,5,5,4,4,3,2,1,3,3,3,0,15,0,1,2,14,2,1,2,1,False,False,False,True,False,False,False,5,1,0.8333333333333334,113.14634146341463,2,2.75
43,1,4876,5,8,6,4,4,4,1,2,3,3,3,0,12,0,1,0,27,3,0,2,0,True,False,True,False,False,False,False,1,1,1.1428571428571428,110.81818181818181,3,3.0
35,1,2690,1,1,1,0,3,2,1,4,4,2,3,0,18,0,1,5,7,2,0,1,1,True,False,False,True,False,False,False,1,1,0.5,74.72222222222223,2,3.25
46,1,17567,1,27,26,0,4,4,4,1,2,1,3,0,15,0,0,5,1,4,0,12,0,False,False,False,True,False,False,False,8,1,1.0,373.7659574468085,3,2.0
28,1,2408,1,1,1,1,3,3,1,2,3,3,3,1,17,1,3,3,24,3,0,0,1,True,False,False,False,False,False,True,1,1,0.5,83.03448275862068,1,2.75
22,0,2814,1,4,4,2,2,2,1,3,2,2,3,1,14,0,0,2,26,2,1,3,1,True,False,False,False,False,False,False,2,0,0.8,122.34782608695652,1,2.25
50,1,11245,2,32,30,8,2,3,4,3,3,3,3,1,15,0,1,3,20,5,12,13,1,True,False,False,False,False,False,True,4,2,1.032258064516129,220.49019607843138,3,2.75
32,0,3312,3,6,3,2,2,4,1,4,4,3,3,0,17,0,2,3,5,4,0,2,1,True,False,False,False,False,False,False,2,1,1.5,100.36363636363636,2,3.25
44,0,19049,0,23,22,7,2,3,5,4,4,2,3,1,14,0,1,4,7,3,1,10,0,True,False,False,False,False,False,True,7,1,1.0,423.31111111111113,3,3.0
30,1,2141,1,6,6,4,2,2,1,2,2,2,3,0,12,0,1,3,7,3,1,1,1,True,False,False,False,False,False,True,2,1,0.8571428571428571,69.06451612903226,1,2.0
45,0,5769,1,10,10,7,3,1,2,1,1,3,3,1,14,0,0,3,5,5,1,4,0,True,False,False,False,False,False,True,1,1,0.9090909090909091,125.41304347826087,3,2.0
45,1,4385,1,10,10,7,1,2,2,1,1,3,3,0,15,0,1,2,26,3,4,5,1,False,False,False,False,True,False,False,5,0,0.9090909090909091,95.32608695652173,3,1.5
31,1,5332,7,10,5,2,4,3,2,1,4,3,3,0,13,0,0,3,2,4,0,3,0,False,False,False,False,False,False,False,5,2,1.6666666666666667,166.625,2,3.0
36,0,4663,9,7,3,2,3,3,2,3,2,3,3,1,12,0,2,2,12,4,1,1,1,True,False,False,True,False,False,False,3,1,1.75,126.02702702702703,2,2.75
34,1,4724,1,9,9,7,3,4,2,4,1,3,3,0,13,0,1,3,10,4,7,2,0,True,False,False,True,False,False,False,3,2,0.9,134.97142857142856,2,2.75
49,0,3211,1,10,9,6,3,3,1,1,4,2,3,0,14,0,1,3,25,4,1,4,1,True,False,False,True,False,False,False,1,1,1.0,64.22,3,2.5
39,1,5377,2,10,7,7,2,3,2,1,4,3,3,0,13,0,3,3,10,5,7,7,1,True,False,False,False,False,False,True,3,1,1.25,134.425,2,2.5
27,1,4066,1,7,7,7,4,2,1,1,1,3,3,0,11,0,2,3,19,3,0,7,0,True,False,False,False,False,False,False,1,1,0.875,145.21428571428572,1,2.25
35,1,5208,1,16,16,15,2,4,2,1,4,3,3,0,11,0,0,2,18,5,1,10,1,True,False,False,True,False,False,False,2,1,0.9411764705882353,144.66666666666666,2,2.5
28,0,4877,0,6,5,3,2,1,2,1,2,2,4,0,21,0,1,5,27,3,0,0,0,True,False,False,False,False,False,True,3,1,1.0,168.17241379310346,1,1.75
21,1,3117,1,3,2,2,3,3,1,4,3,3,3,0,18,0,0,2,5,1,2,2,0,True,False,False,False,False,False,True,2,1,1.0,141.6818181818182,1,3.25
18,0,1569,1,0,0,0,2,3,1,4,3,4,3,1,12,1,0,2,3,2,0,0,0,False,False,False,False,False,False,True,6,2,0.0,82.57894736842105,0,3.25
47,0,19658,3,27,5,2,4,3,5,3,3,3,3,0,11,0,1,2,26,4,1,0,1,False,True,False,True,False,False,False,8,1,4.5,409.5416666666667,3,3.25
39,1,3069,0,11,10,8,3,2,2,3,4,3,3,0,15,0,1,3,3,2,0,7,0,True,False,False,False,False,False,True,1,1,1.0,76.725,2,3.25
40,0,10435,1,18,18,15,1,2,3,3,4,3,3,0,13,0,2,2,15,3,14,12,1,True,False,False,True,False,False,False,3,1,0.9473684210526315,254.5121951219512,2,2.75
35,0,4148,1,15,14,11,3,3,2,3,4,3,3,0,12,0,1,5,8,4,2,9,1,True,False,False,True,False,False,False,4,0,1.0,115.22222222222223,2,3.25
37,1,5768,3,9,4,3,3,3,2,3,1,2,3,0,17,0,3,2,19,3,0,2,1,True,False,False,True,False,False,False,3,1,1.8,151.78947368421052,2,2.25
39,0,5042,0,10,9,2,1,3,2,3,4,1,3,0,13,0,0,2,4,3,3,8,0,True,False,False,False,False,False,True,3,2,1.0,126.05,2,2.25
45,0,5770,1,10,10,7,4,2,2,4,1,3,3,0,19,0,2,3,2,2,3,9,0,True,False,False,False,False,False,False,3,1,0.9090909090909091,125.43478260869566,3,3.0
38,0,7756,3,10,5,4,4,2,3,3,4,4,3,1,19,0,1,6,2,2,0,2,1,True,False,False,False,False,False,True,3,1,1.6666666666666667,198.87179487179486,2,3.75
35,1,10306,9,15,13,12,4,2,3,1,3,3,3,0,17,1,0,3,10,3,6,0,1,False,False,False,False,False,False,True,5,1,1.0714285714285714,286.27777777777777,2,2.75
37,0,3936,1,8,8,4,2,3,1,2,1,1,3,0,11,0,1,2,10,3,7,7,1,True,False,False,False,False,False,True,2,1,0.8888888888888888,103.57894736842105,2,1.5
40,0,7945,6,18,4,2,3,3,3,4,4,2,3,1,15,0,0,2,16,3,3,3,0,True,False,False,True,False,False,False,3,1,3.6,193.78048780487805,2,3.25
44,1,5743,4,14,10,7,1,3,2,4,3,3,3,1,11,0,0,3,1,5,0,2,1,False,True,False,False,False,True,False,4,2,1.2727272727272727,127.62222222222222,3,2.75
48,1,15202,2,23,2,2,3,2,4,4,2,3,4,0,25,0,1,3,4,5,2,2,1,True,False,False,False,False,False,True,8,2,7.666666666666667,310.2448979591837,3,3.0
35,1,5440,6,7,2,2,1,1,2,4,4,2,3,1,14,1,2,2,15,2,2,2,0,False,False,False,False,False,False,True,5,1,2.3333333333333335,151.11111111111111,2,2.75
24,0,3760,1,6,6,3,1,3,1,4,3,3,3,1,13,0,0,2,2,1,1,3,0,True,False,True,False,False,False,False,2,2,0.8571428571428571,150.4,1,2.75
27,0,3517,7,5,3,2,2,4,1,3,1,3,3,0,17,0,0,0,8,3,0,2,1,True,False,False,False,False,False,True,2,1,1.25,125.60714285714286,1,2.25
27,1,2580,2,6,4,2,4,3,1,4,3,2,3,0,13,0,0,0,2,3,1,2,0,True,False,False,False,False,False,True,2,2,1.2,92.14285714285714,1,3.25
40,1,2166,3,10,4,2,1,3,1,1,2,1,3,1,14,1,0,3,7,3,0,3,0,True,False,False,True,False,False,False,1,1,2.0,52.829268292682926,2,1.25
29,1,5869,9,8,5,2,3,2,2,3,3,3,3,0,11,0,0,2,10,3,1,4,0,False,False,False,False,False,False,True,5,1,1.3333333333333333,195.63333333333333,1,3.0
36,0,8008,4,9,3,2,2,3,3,1,3,3,3,0,12,0,2,6,5,4,0,2,1,True,False,False,True,False,False,False,4,1,2.25,216.43243243243242,2,2.25
25,1,5206,1,7,7,7,4,4,2,3,3,3,3,0,17,0,2,6,2,1,0,7,0,True,False,False,True,False,False,False,3,2,0.875,200.23076923076923,1,3.25
39,1,5295,4,7,5,4,4,3,2,2,3,3,4,0,21,0,0,3,12,3,1,0,1,True,False,False,False,False,False,True,3,1,1.1666666666666667,132.375,2,3.0
49,0,16413,3,27,4,2,1,3,4,2,2,3,3,0,16,0,2,2,22,4,1,2,1,True,False,False,False,False,False,False,7,1,5.4,328.26,3,2.0
50,0,13269,5,19,14,11,4,2,3,1,3,3,3,0,15,0,3,3,17,5,1,11,0,True,False,False,True,False,False,False,7,1,1.2666666666666666,260.1764705882353,3,2.75
20,0,2783,1,2,2,2,3,3,1,3,1,3,3,0,19,0,0,3,2,3,2,2,0,False,False,False,False,False,False,True,6,1,0.6666666666666666,132.52380952380952,0,2.5
34,0,5433,1,11,11,8,4,3,2,2,3,3,3,0,12,0,1,2,3,3,7,9,0,True,False,False,True,False,False,False,2,1,0.9166666666666666,155.22857142857143,2,3.0
36,1,2013,2,15,4,3,1,3,1,2,3,3,3,0,11,0,0,4,7,3,1,3,0,True,False,False,True,False,False,False,1,1,3.0,54.4054054054054,2,2.25
49,0,13966,2,30,15,11,3,2,4,3,2,3,3,1,19,0,1,3,6,1,2,12,1,True,False,False,True,False,False,False,4,1,1.875,279.32,3,2.75
36,0,4374,0,4,3,2,4,2,2,3,3,3,3,0,15,0,0,6,1,4,1,2,1,True,False,False,False,False,False,True,3,0,1.0,118.21621621621621,2,3.25
36,1,6842,6,13,5,4,4,4,2,1,1,3,4,0,20,0,1,3,3,2,0,4,0,True,False,False,True,False,False,False,4,1,2.1666666666666665,184.9189189189189,2,2.25
54,0,17426,3,36,10,8,2,3,4,3,3,3,4,0,25,0,1,6,22,5,4,7,1,True,False,False,False,False,False,True,8,1,3.272727272727273,316.8363636363636,4,2.75
43,1,17603,1,14,14,10,3,2,4,3,1,3,4,0,24,0,1,3,15,2,6,11,1,True,False,False,True,False,False,False,7,1,0.9333333333333333,400.0681818181818,3,2.5
35,1,4581,3,13,11,9,4,3,2,4,1,4,4,1,24,1,0,2,12,4,6,7,0,False,False,False,False,False,False,False,5,2,1.0833333333333333,127.25,2,3.25
38,1,4735,7,19,13,11,4,3,2,4,4,4,3,0,15,0,2,4,1,3,2,9,1,True,False,False,True,False,False,False,2,2,1.3571428571428572,121.41025641025641,2,4.0
29,1,4187,1,10,10,0,1,2,2,2,2,2,3,1,13,0,1,3,5,3,0,9,0,False,False,False,False,False,False,True,5,1,0.9090909090909091,139.56666666666666,1,1.75
33,1,5505,1,6,6,2,4,3,2,4,3,3,3,0,14,0,2,5,2,4,0,4,0,False,False,False,False,False,False,True,5,1,0.8571428571428571,161.91176470588235,2,3.5
32,1,5470,0,10,9,5,4,3,2,2,3,2,3,0,13,0,2,4,2,3,1,6,0,True,False,False,False,False,False,True,2,1,1.0,165.75757575757575,2,2.75
31,0,5476,1,10,10,0,1,3,2,4,1,3,3,0,11,0,2,2,5,4,0,2,1,False,False,False,True,False,False,False,5,1,0.9090909090909091,171.125,2,2.25
49,0,2587,4,17,2,2,4,3,1,1,2,2,3,1,16,0,1,2,16,3,2,2,0,True,False,False,False,False,False,True,1,1,5.666666666666667,51.74,3,2.25
38,0,2440,1,4,4,3,4,2,1,2,2,3,4,0,22,0,0,3,2,3,3,3,0,True,False,False,False,False,False,True,1,2,0.8,62.56410256410256,2,2.75
47,0,15972,6,29,3,2,2,4,4,2,3,3,3,0,14,0,3,2,2,4,1,2,0,False,False,False,True,False,False,False,8,1,7.25,332.75,3,2.5
49,1,15379,4,23,8,7,3,3,4,3,1,3,3,0,14,0,0,2,1,3,0,0,0,True,False,False,True,False,False,False,8,1,2.5555555555555554,307.58,3,2.5
41,1,7082,3,21,2,0,4,3,3,3,4,3,3,1,16,0,0,2,23,2,0,2,0,False,False,False,True,False,False,False,5,1,7.0,168.61904761904762,3,3.5
20,1,2728,1,2,2,2,4,3,1,1,1,3,3,0,11,0,0,3,9,1,0,2,0,False,False,False,True,False,False,False,6,1,0.6666666666666666,129.9047619047619,0,2.25
33,0,5368,1,7,6,5,3,3,2,4,3,3,4,1,25,0,1,2,16,3,1,2,0,False,False,False,True,False,False,False,5,0,1.0,157.88235294117646,2,3.25
36,1,5347,6,10,3,2,1,3,2,3,2,2,3,0,14,0,2,2,26,4,0,2,1,True,False,False,True,False,False,False,4,1,2.5,144.51351351351352,2,2.0
44,0,3195,4,8,2,2,3,3,1,4,1,3,3,1,18,0,3,2,1,3,2,2,0,False,True,False,True,False,False,False,4,1,2.6666666666666665,71.0,3,2.75
23,1,3989,1,5,5,4,4,2,1,3,1,3,3,1,11,1,0,2,8,1,1,2,0,True,False,False,False,False,False,True,1,1,0.8333333333333334,166.20833333333334,1,2.75
38,0,3306,7,7,0,0,4,3,1,3,4,2,3,0,19,0,1,5,4,2,0,0,1,True,False,False,False,False,False,True,1,1,7.0,84.76923076923077,2,3.25
53,1,7005,3,11,4,3,2,4,3,4,3,3,3,0,15,0,0,2,24,4,1,2,1,True,False,False,False,False,False,True,4,1,2.2,129.72222222222223,4,3.0
48,0,2655,2,19,9,7,4,3,1,3,3,3,3,1,11,1,2,3,7,2,7,7,1,False,False,False,False,False,False,True,6,2,1.9,54.183673469387756,3,3.25
32,1,1393,1,1,1,0,4,3,1,2,1,3,3,0,12,1,0,2,2,4,0,0,0,True,False,False,True,False,False,False,1,1,0.5,42.21212121212121,2,2.5
26,1,2570,1,7,7,7,4,3,1,4,3,3,4,0,20,0,0,5,7,3,5,7,0,True,False,False,False,False,False,True,1,0,0.875,95.18518518518519,1,3.5
55,1,3537,5,8,4,2,1,2,1,2,4,3,3,0,12,0,1,1,22,3,1,2,0,True,False,True,False,False,False,False,2,1,1.6,63.160714285714285,4,2.5
34,1,3986,1,15,15,10,2,2,2,4,3,4,3,0,14,0,1,3,5,2,4,13,1,True,False,False,False,False,False,True,1,1,0.9375,113.88571428571429,2,3.25
60,1,10883,3,19,1,0,3,1,3,4,3,4,4,0,20,0,1,2,1,4,0,0,0,True,False,False,False,False,False,True,4,1,9.5,178.40983606557376,4,3.5
33,1,2028,1,14,14,11,2,4,1,2,4,3,3,0,18,0,3,6,21,3,2,13,1,True,False,False,False,False,False,True,1,1,0.9333333333333333,59.64705882352941,2,2.75
37,1,9525,1,6,6,3,3,1,2,4,3,2,3,0,14,0,2,2,1,4,1,3,0,False,False,False,False,False,False,True,5,2,0.8571428571428571,250.6578947368421,2,3.0
34,0,2929,1,10,10,9,2,2,1,4,2,3,3,0,12,0,0,3,19,3,8,7,1,True,False,False,True,False,False,False,2,1,0.9090909090909091,83.68571428571428,2,2.75
23,1,2275,1,3,3,2,3,3,1,4,2,3,4,1,21,1,1,2,7,3,0,2,0,False,False,False,True,False,False,False,6,1,0.75,94.79166666666667,1,3.0
44,0,7879,1,9,8,7,3,4,3,4,2,3,3,1,19,0,1,2,2,3,6,7,1,True,False,False,True,False,False,False,4,1,1.0,175.0888888888889,3,3.0
35,1,4930,0,6,5,4,1,2,1,4,3,4,3,1,14,0,0,2,2,4,1,4,0,True,False,False,False,False,False,True,2,2,1.0,136.94444444444446,2,3.0
43,1,7847,1,10,10,9,4,3,2,4,1,3,3,1,17,0,1,3,2,3,8,8,1,False,False,False,False,False,False,True,5,1,0.9090909090909091,178.3409090909091,3,3.0
24,1,4401,1,5,5,3,3,4,1,3,4,3,3,0,16,0,1,1,9,3,0,4,1,True,False,False,False,False,False,True,2,1,0.8333333333333334,176.04,1,3.25
41,1,9241,1,10,10,8,4,3,3,3,2,3,3,0,12,0,0,3,6,3,8,7,0,False,False,False,False,True,False,False,5,1,0.9090909090909091,220.02380952380952,3,3.0
29,0,2974,9,9,5,3,4,3,1,3,3,3,3,0,17,0,1,2,9,4,1,2,1,True,False,False,False,False,False,True,1,1,1.5,99.13333333333334,1,3.25
36,0,4502,3,17,13,7,3,3,2,4,3,2,3,0,15,0,0,2,2,4,6,7,0,False,False,False,True,False,False,False,6,1,1.2142857142857142,121.67567567567568,2,3.0
45,1,10748,3,25,23,15,3,2,3,3,4,2,4,0,23,0,1,3,1,1,14,4,1,True,False,False,True,False,False,False,4,0,1.0416666666666667,233.65217391304347,3,3.0
24,1,1555,1,1,1,0,4,1,1,3,3,3,3,0,11,1,1,2,22,1,0,0,1,False,True,False,False,False,True,False,4,1,0.5,62.2,1,3.25
47,1,12936,7,25,23,5,3,1,4,3,3,1,3,0,11,1,0,3,9,3,14,10,1,False,False,False,True,False,False,False,5,2,1.0416666666666667,269.5,3,2.5
26,1,2305,1,3,3,2,4,1,1,3,3,4,3,0,15,0,3,3,17,4,0,2,1,True,False,False,False,False,False,True,1,1,0.75,85.37037037037037,1,3.5
45,0,16704,1,21,21,6,4,2,4,2,3,3,3,0,11,0,0,2,28,2,8,6,0,True,False,True,False,False,False,False,7,1,0.9545454545454546,363.1304347826087,3,3.0
32,1,3433,6,10,5,2,1,3,1,3,1,2,3,0,13,0,1,3,10,3,1,3,1,True,False,False,True,False,False,False,2,2,1.6666666666666667,104.03030303030303,2,1.75
31,1,3477,1,6,5,2,2,3,1,3,4,4,3,0,14,0,1,2,2,4,0,3,1,True,False,False,True,False,False,False,1,1,1.0,108.65625,2,3.25
41,1,6430,6,10,3,2,3,1,2,2,2,3,3,0,19,0,1,4,4,3,1,2,1,False,True,False,False,False,True,False,4,0,2.5,153.0952380952381,3,2.5
40,0,6516,2,18,1,0,2,3,2,1,2,3,3,1,16,0,1,3,8,2,0,0,1,True,False,False,True,False,False,False,3,1,9.0,158.9268292682927,2,2.0
24,1,3907,1,6,6,2,2,3,1,1,2,4,3,0,13,0,3,2,29,1,1,2,0,True,False,False,False,False,False,True,1,1,0.8571428571428571,156.28,1,2.25
46,1,5562,6,19,10,7,3,3,2,2,4,3,3,0,14,0,0,3,13,4,0,9,0,True,False,False,True,False,False,False,4,1,1.7272727272727273,118.34042553191489,3,3.0
35,1,6883,2,17,7,7,4,3,2,3,2,3,3,0,16,0,1,3,27,4,0,7,1,True,False,False,True,False,False,False,3,1,2.125,191.19444444444446,2,3.0
30,1,2862,1,10,10,0,2,3,1,4,2,2,3,0,12,0,1,2,16,1,0,8,1,True,False,False,True,False,False,False,2,1,0.9090909090909091,92.3225806451613,1,2.5
47,1,4978,7,4,1,0,3,3,2,2,4,1,3,0,11,0,1,3,2,4,0,0,1,False,False,False,False,True,False,False,5,0,2.0,103.70833333333333,3,2.5
46,1,10368,4,13,10,6,3,3,3,4,2,2,3,1,12,0,1,5,2,3,0,3,0,False,False,False,True,False,False,False,5,1,1.1818181818181819,220.59574468085106,3,2.75
36,1,6134,5,16,2,2,2,2,2,1,2,3,3,1,13,1,3,3,13,5,2,2,0,False,False,False,False,True,False,False,5,1,5.333333333333333,165.78378378378378,2,2.0
32,1,6735,6,10,0,0,1,1,2,2,2,3,3,0,15,1,0,2,1,2,0,0,0,False,False,False,True,False,False,False,5,1,10.0,204.0909090909091,2,2.0
23,0,3295,1,3,3,2,3,3,1,2,3,1,3,0,13,0,0,3,4,1,1,2,0,True,False,False,False,False,False,True,1,1,0.75,137.29166666666666,1,2.25
31,0,5238,2,9,5,4,4,3,2,4,4,2,4,0,20,0,0,3,24,1,1,4,0,True,False,True,False,False,False,False,3,2,1.5,163.6875,2,3.5
39,1,6472,1,9,9,8,4,3,2,4,4,3,3,1,15,0,1,2,1,3,5,8,1,True,False,False,True,False,False,False,1,0,0.9,161.8,2,3.75
32,1,9610,3,10,4,3,4,1,3,3,3,1,3,0,13,0,1,2,19,3,0,2,1,False,False,False,True,False,False,False,5,1,2.0,291.2121212121212,2,2.75
40,1,19833,1,21,21,8,2,3,5,2,2,2,3,0,14,0,0,3,7,4,12,8,0,False,False,False,False,False,False,True,8,1,0.9545454545454546,483.7317073170732,2,2.0
45,0,9756,4,9,5,0,3,1,3,3,3,4,4,0,21,0,2,2,4,3,0,3,1,False,True,False,True,False,False,False,4,1,1.5,212.08695652173913,3,3.25
30,0,4968,0,10,9,7,4,2,1,1,4,3,3,0,16,0,0,2,2,4,0,7,0,True,False,True,False,False,False,False,2,2,1.0,160.25806451612902,1,3.0
24,1,2145,0,3,2,2,1,3,1,4,4,3,3,0,14,0,1,2,10,3,2,1,1,False,True,False,False,False,False,True,4,2,1.0,85.8,1,3.0
30,0,2180,6,6,4,2,3,2,1,4,3,2,3,0,11,1,1,0,8,3,1,2,0,False,True,False,False,False,True,False,4,2,1.2,70.3225806451613,1,3.0
31,1,8346,1,6,5,2,1,3,2,3,3,3,3,0,19,0,1,3,5,3,0,2,1,False,False,True,False,False,False,False,5,1,1.0,260.8125,2,2.5
27,0,3445,1,6,6,2,3,3,1,4,3,2,3,0,11,0,0,5,8,3,1,4,0,True,False,False,False,False,False,True,2,1,0.8571428571428571,123.03571428571429,1,3.0
29,0,2760,1,2,2,2,2,1,1,2,3,3,3,0,13,1,0,3,9,3,2,2,0,False,False,False,False,True,False,False,6,1,0.6666666666666666,92.0,1,2.5
29,1,6294,8,10,3,2,4,4,2,3,4,4,3,1,12,0,0,5,1,3,0,2,0,True,False,False,True,False,False,False,4,2,2.5,209.8,1,3.75
30,1,7140,2,12,7,7,3,2,3,1,1,3,3,0,11,0,1,2,15,2,1,7,0,False,False,False,False,True,False,False,5,1,1.5,230.32258064516128,1,2.0
34,1,2932,0,6,5,0,4,4,1,4,1,3,3,1,14,0,3,3,2,4,1,2,1,True,False,False,False,False,False,True,2,1,1.0,83.77142857142857,2,3.0
33,0,5147,8,13,11,7,4,3,2,2,4,2,3,0,15,0,0,2,2,3,1,7,0,False,False,False,False,True,False,False,5,0,1.0833333333333333,151.38235294117646,2,3.0
49,0,4507,3,8,5,1,4,3,2,4,3,4,3,0,12,0,0,1,11,4,0,4,0,False,False,False,False,True,False,False,5,1,1.3333333333333333,90.14,3,3.75
33,0,8564,2,11,0,0,1,3,3,1,3,2,4,1,20,1,0,2,16,3,0,0,0,False,False,False,True,False,False,False,5,1,11.0,251.88235294117646,2,1.75
38,0,2468,4,9,6,1,3,2,1,2,2,2,3,0,14,0,1,4,2,2,0,5,1,True,False,False,False,False,False,True,1,2,1.2857142857142858,63.282051282051285,2,2.25
31,1,8161,2,10,1,0,1,3,3,3,1,3,3,0,13,1,3,2,16,4,0,0,1,False,False,False,False,True,False,False,5,1,5.0,255.03125,2,2.0
29,0,2109,1,1,1,0,4,2,1,1,3,3,3,0,13,0,1,2,4,3,0,0,0,True,False,True,False,False,False,False,2,1,0.5,70.3,1,2.75
30,1,5294,3,10,7,0,3,4,2,3,3,3,3,0,16,0,1,3,16,3,1,7,1,True,False,False,True,False,False,False,4,1,1.25,170.7741935483871,1,3.0
32,1,2718,2,12,7,7,2,3,1,2,2,3,3,0,14,0,0,3,5,4,0,7,0,True,False,True,False,False,False,False,2,0,1.5,82.36363636363636,2,2.25
38,1,5811,3,15,1,0,2,1,2,4,3,3,3,1,16,0,1,2,18,3,1,0,1,True,False,False,False,False,False,True,4,1,7.5,149.0,2,3.0
43,1,2437,9,6,1,0,3,2,1,3,4,3,3,1,16,1,1,4,17,3,0,0,1,True,False,True,False,False,False,False,2,2,3.0,55.38636363636363,3,3.25
42,1,2766,8,7,5,3,2,3,1,2,2,2,4,0,22,0,3,6,12,3,0,4,0,True,False,False,False,False,False,True,1,1,1.1666666666666667,64.32558139534883,3,2.0
55,1,19038,8,34,1,0,3,2,5,1,2,3,3,0,12,0,3,2,2,3,0,0,1,True,False,False,False,False,False,True,7,1,17.0,339.9642857142857,4,2.25
33,1,3055,5,11,9,8,4,3,2,2,4,2,3,0,15,0,2,2,4,3,1,7,0,True,False,True,False,False,False,False,2,0,1.1,89.8529411764706,2,3.0
41,1,2289,1,5,5,3,3,3,1,1,2,3,4,0,20,0,2,2,9,4,0,4,0,True,False,False,True,False,False,False,1,1,0.8333333333333334,54.5,3,2.25
34,1,4001,1,15,15,14,4,3,2,3,3,3,3,1,14,0,1,3,10,3,0,7,0,False,False,False,True,False,False,False,5,0,0.9375,114.31428571428572,2,3.25
53,0,12965,4,27,3,2,1,2,4,3,4,2,4,1,20,0,3,2,1,4,0,2,1,True,False,False,False,False,False,True,3,0,6.75,240.09259259259258,4,2.5
43,1,3539,0,10,9,7,2,3,1,4,2,3,3,0,13,0,0,5,2,3,1,8,0,False,True,False,True,False,False,False,4,1,1.0,80.43181818181819,3,2.75
34,0,6029,5,6,2,2,4,1,2,4,1,3,3,0,12,0,0,3,3,2,2,2,0,False,False,False,True,False,False,False,5,1,2.0,172.25714285714287,2,3.0
21,1,2679,1,1,1,0,2,3,1,2,2,3,3,0,13,1,0,3,7,1,1,0,0,False,False,False,False,True,False,False,6,1,0.5,121.77272727272727,1,2.25
38,0,3702,1,5,5,4,4,2,1,3,2,3,3,0,11,0,1,3,6,2,0,4,1,True,False,False,False,False,False,False,1,1,0.8333333333333334,94.92307692307692,2,3.0
22,0,2398,1,1,1,0,3,3,1,1,3,3,3,1,17,1,0,6,8,1,0,0,1,True,False,False,False,False,False,True,1,1,0.5,104.26086956521739,1,2.5
31,0,5468,1,13,12,7,1,2,2,4,1,3,3,0,14,0,2,3,29,4,5,7,1,False,False,False,False,True,False,False,5,1,1.0,170.875,2,2.25
51,0,13116,2,15,2,2,1,3,3,3,4,3,3,0,11,0,0,2,3,3,2,2,1,True,False,True,False,False,False,False,8,1,5.0,252.23076923076923,4,2.75
37,1,4189,1,5,5,2,2,2,2,2,1,3,3,0,14,0,2,2,9,2,0,3,1,False,False,False,False,True,False,False,5,1,0.8333333333333334,110.23684210526316,2,2.0
46,1,19328,7,24,2,1,3,3,5,4,3,3,3,1,17,0,1,3,2,4,2,2,0,True,False,False,False,False,False,True,7,1,8.0,411.2340425531915,3,3.25
36,1,8321,7,15,12,8,4,3,3,1,4,3,3,1,13,0,1,1,10,3,5,7,1,True,False,False,True,False,False,False,4,1,1.1538461538461537,224.8918918918919,2,3.0
